"","POWERGRID.NS.Open","POWERGRID.NS.High","POWERGRID.NS.Low","POWERGRID.NS.Close","POWERGRID.NS.Volume","POWERGRID.NS.Adjusted"
"1229",162.787506103516,163.6875,160.387496948242,162.037506103516,7005861,146.470901489258
"1230",162.074996948242,162.75,159.637496948242,161.25,6961415,145.759048461914
"1231",160.050003051758,161.475006103516,157.837493896484,158.4375,4554651,143.216751098633
"1232",158.625,160.6875,158.212493896484,158.887496948242,6864331,143.623504638672
"1233",159.712493896484,161.399993896484,158.850006103516,159.487503051758,13115851,144.165878295898
"1234",159.375,163.800003051758,159.375,161.8125,16815549,146.267501831055
"1235",160.537506103516,162.375,160.125,161.8125,22536873,146.267501831055
"1236",162.037506103516,162.5625,159.9375,160.274993896484,4643134,144.877700805664
"1237",160.912506103516,161.625,159.75,161.287506103516,5959394,145.792953491211
"1238",161.4375,162.149993896484,160.762496948242,161.699996948242,2873110,146.165817260742
"1239",161.550003051758,161.550003051758,157.875,158.287506103516,9954542,143.081161499023
"1240",158.925003051758,158.925003051758,154.949996948242,156.600006103516,21273509,141.555755615234
"1241",156.112503051758,157.725006103516,155.662506103516,156.074996948242,11510471,141.081192016602
"1242",156.899993896484,158.962493896484,153.1875,156.824996948242,52485126,141.759155273438
"1243",157.425003051758,159.337493896484,156.75,158.850006103516,17248326,143.589614868164
"1244",159.149993896484,159.787506103516,157.574996948242,158.962493896484,9164361,143.691299438477
"1245",160.162506103516,160.425003051758,158.550003051758,160.125,21179555,144.742111206055
"1246",160.199996948242,161.512496948242,159.975006103516,160.5,6560245,145.081100463867
"1247",161.25,161.925003051758,159.524993896484,161.737503051758,8362194,146.199722290039
